hotelName,cityName,stars,price,countryName,address
El Inti Backpacker Hostel,Puno,1,11,Peru,Avenida La Torre 137
Paiaguas Palace Hotel,Cuiaba,4,103,Brazil,Av Historiador Rubens De Mendonca 1718
Bluepoint Suites Bonaparte,Brasilia,5,144,Brazil,Shs Quadra 02 Bloco J
Coodardie Station Stay,Mataranka,5,99999,Australia,Stuart Highway
Ratua Private Island,Espiritu Santo,4,331,Vanuatu,BP 396 Luganville
Sadie Thompson Inn,Pago Pago,3,203,American Samoa,Sadie Thompson Building
Vaoto Lodge,Ofu,1,99999,American Samoa,Ofu
Albergue Ecologico Chalalan,Madidi National Park,2,274,Bolivia,Parque Nacional Madidi
Pousada Camelot Inn,Alto Paraíso de Goiás,2,99999,Brazil,Rodovia GO 118 Km 168 s/n
Casa Andina Classic - Chincha Sausal,Chincha Alta,3,79,Peru,Panamericana Sur Km. 197.5
Pumawanka Hostal,Urubamba,1.5,18,Peru,Av. Convencion 289
Tambo del Inka a Luxury Collection Resort & Spa,Urubamba,5,223,Peru,Avenida Ferrocarril S/N Sacred Valley
Amaru Hostal,Cusco,3,48,Peru,Cuesta de San Blas 541
Apartaments & Suites Casa de Campo,Cusco,2.5,120,Peru,Tandapata 300 San Blas
Chakana Hostel Cusco,Cusco,2,29,Peru,Av. Huascar 246-B - Wanchaq
Del Prado Inn,Cusco,3,55,Peru,Calle Suecia 310
Flying Dog Hostel Cusco,Cusco,2,99999,Peru,Calle Choquechaca 469
Golden Inca Hotel Cusco,Cusco,3,29,Peru,Calle Retiro 435
Hostal Girasoles Cusco,Cusco,2,29,Peru,Calle Recoleta Angosta-Pasaje Pantaccalle 388 San Blas
Hostal Mallqui Cusco,Cusco,2,40,Peru,Calle Nueva Alta 444
Hostal San Blas Inn,Cusco,2.5,50,Peru,Tandapata 670
Hostal Tika Wasi,Cusco,3,30,Peru,Calle Tandapata Nª 491 esq. 7 angelitos
Hotel Cahuide,Cusco,3,40,Peru,Calle Saphi Nº 845
Hotel Los Portales Cusco,Cusco,3,79,Peru,Av. El Sol 602
Inkarri Hostal Cusco,Cusco,3,38,Peru,Calle Collacalle 204
Inkaterra La Casona,Cusco,5,551,Peru,Plaza Nazarenas 113
Mister Inkas II,Cusco,3,35,Peru,Av. Manco Capac 420 - Wanchaq
Pirwa Backpackers Colonial,Cusco,1,99999,Peru,Plaza San Francisco 360
Quinsapata Hostal Cusco,Cusco,2,99999,Peru,Pasaje Victoria 207 - Santiago
Quinua Villa Boutique,Cusco,3,99,Peru,Pasaje Santa Rosa A-8 San Blas
Residencial Plaza Espana 1,Cusco,2.5,34,Peru,Calle Abraham Valdelomar B-6 Santa Mónica (Parque España)
Rimacpampa Hostal Cusco,Cusco,2,35,Peru,Limacpampa Chico # 493
San Agustin Internacional Hotel Cusco,Cusco,3,81,Peru,Calle Maruri 390
Siete Ventanas,Cusco,3,99999,Peru,Calle Siete Ventanas N° 207
Tampu Hotel,Cusco,3,61,Peru,Av. El Sol 341
Portal Rio Una Hotel,Valença (Bahia),4,99999,Brazil,Rua Maestro Barrinha s/n
Bahia Park Hotel,Salvador,3,63,Brazil,Largo da Mariquita 42 - Rio Vermelho
Casa Mestica,Ilha de Boipeba,2,87,Brazil,Rua da Praia - Velha Boipeba
